Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Age,Item_Outlet_Sales
20.35,Regular,0.1867,Meat,82.7276,Small,Tier 3,Grocery Store,Foods,15.0,162.4552
6.15,Low Fat,0.046459438,Baking Goods,100.5384,Medium,Tier 3,Supermarket Type2,Foods,4.0,1675.1528
16.35,Non Edible,0.034726222,Household,125.602,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3036.048
16.1,Low Fat,0.06528457,Dairy Foods,145.076,Medium,Tier 1,Supermarket Type1,Foods,14.0,1904.188
13.35,Low Fat,0.06612697072361393,Dairy Drinks,75.7012,Small,Tier 2,Supermarket Type1,Drinks,6.0,1442.1228
5.82,Non Edible,0.08062523,Household,168.379,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1188.453
13.0,Low Fat,0.153930108,Canned,76.7986,Small,Tier 2,Supermarket Type1,Foods,11.0,2648.5524
9.395,Low Fat,0.159657596,Soft Drinks,224.972,Small,Tier 2,Supermarket Type1,Drinks,11.0,7696.648
20.7,Non Edible,0.039306822,Household,150.7366,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3325.0052
7.05,Low Fat,0.084949955,Snack Foods,109.7912,Small,Tier 2,Supermarket Type1,Foods,9.0,1091.912
11.15,Non Edible,0.032250092,Health and Hygiene,164.0526,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,4769.1254
13.65,Regular,0.026643448,Meat,37.9532,Medium,Tier 1,Supermarket Type1,Foods,14.0,862.8768
8.97,Non Edible,0.09301462,Household,52.7956,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,1037.3164
10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,Medium,Tier 3,Supermarket Type2,Foods,4.0,1640.5312
11.8,Non Edible,0.058725131,Health and Hygiene,82.3618,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1208.427
20.25,Regular,0.171938781,Canned,92.512,Small,Tier 3,Grocery Store,Foods,15.0,186.424
21.25,Non Edible,0.113833823,Health and Hygiene,232.83,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1398.18
20.2,Non Edible,0.1867,Household,125.8046,Small,Tier 1,Grocery Store,Non Consumables,28.0,249.0092
8.905,Low Fat,0.143129124,Frozen Foods,58.8878,Small,Tier 1,Supermarket Type1,Foods,16.0,1151.1682
13.35,Low Fat,0.038494623,Snack Foods,240.2564,High,Tier 3,Supermarket Type1,Foods,26.0,2860.2768
9.395,Regular,0.100602552,Baking Goods,88.3856,Small,Tier 2,Supermarket Type1,Foods,11.0,703.0848
16.35,Non Edible,0.016979063,Household,97.441,High,Tier 3,Supermarket Type1,Non Consumables,26.0,772.328
9.3,Regular,0.058545606,Meat,155.8314,Small,Tier 1,Grocery Store,Foods,28.0,310.2628
5.155,Low Fat,0.08279545,Frozen Foods,245.8776,Medium,Tier 3,Supermarket Type3,Foods,28.0,4705.8744
7.785,Low Fat,0.140342195,Dairy Foods,105.6306,Small,Tier 2,Supermarket Type1,Foods,6.0,627.1836
7.76,Low Fat,0.059472609,Snack Foods,98.77,Small,Tier 2,Supermarket Type1,Foods,11.0,1298.31
13.5,Regular,0.1867,Starchy Foods,98.6068,Small,Tier 3,Grocery Store,Foods,15.0,97.2068
8.6,Non Edible,0.06612697072361393,Household,115.2176,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,1030.6584
17.7,Low Fat,0.1867,Fruits and Vegetables,116.6834,Small,Tier 1,Grocery Store,Foods,28.0,460.7336
16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,Medium,Tier 1,Supermarket Type1,Foods,14.0,6424.97
7.895,Regular,0.094567181,Breakfast,104.5332,Small,Tier 1,Supermarket Type1,Foods,16.0,1845.5976
7.905,Low Fat,0.054720642,Frozen Foods,107.8254,Medium,Tier 3,Supermarket Type3,Foods,28.0,2387.5588
15.85,Low Fat,0.078174543,Canned,39.9506,Medium,Tier 3,Supermarket Type3,Foods,28.0,721.0614
11.6,Regular,0.1867,Dairy Foods,238.5222,Small,Tier 3,Grocery Store,Foods,15.0,717.0666
8.51,Non Edible,0.051936086,Household,142.947,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3006.087
16.1,Regular,0.159728395,Frozen Foods,34.3558,Small,Tier 1,Supermarket Type1,Foods,16.0,271.6464
9.5,Low Fat,0.041065647,Hard Drinks,223.5088,Small,Tier 2,Supermarket Type1,Drinks,6.0,4697.8848
6.26,Regular,0.009887927,Meat,150.7366,Small,Tier 2,Supermarket Type1,Foods,11.0,2418.1856
10.195,Regular,0.06612697072361393,Dairy Foods,196.4794,Medium,Tier 3,Supermarket Type3,Foods,28.0,5852.382
14.0,Regular,0.037491314,Frozen Foods,164.2526,High,Tier 3,Supermarket Type1,Foods,26.0,1808.9786
6.38,Low Fat,0.032028115,Dairy Foods,178.3344,Medium,Tier 3,Supermarket Type2,Foods,4.0,3211.8192
15.7,Low Fat,0.030751366,Hard Drinks,42.577,Medium,Tier 1,Supermarket Type1,Drinks,14.0,952.094
5.19,Low Fat,0.042707323,Frozen Foods,197.811,Small,Tier 2,Supermarket Type1,Foods,11.0,2946.165
20.25,Regular,0.011937183,Canned,184.7924,Medium,Tier 3,Supermarket Type3,Foods,28.0,4442.2176
8.645,Non Edible,0.142728113,Health and Hygiene,95.141,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2510.066
18.35,Non Edible,0.089163056,Household,191.3504,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,3259.7568
9.6,Non Edible,0.049617765,Household,44.2086,Small,Tier 3,Grocery Store,Non Consumables,15.0,44.6086
6.26,Non Edible,0.052593952,Household,111.0228,Small,Tier 3,Grocery Store,Non Consumables,15.0,221.0456
6.655,Low Fat,0.06612697072361393,Fruits and Vegetables,212.4586,Small,Tier 2,Supermarket Type1,Foods,6.0,2743.7618
15.2,Low Fat,0.050279604,Soft Drinks,94.1752,Small,Tier 2,Supermarket Type1,Drinks,11.0,2109.2544
7.63,Regular,0.135258515,Snack Foods,47.2402,Medium,Tier 3,Supermarket Type2,Foods,4.0,918.804
14.0,Regular,0.135118202,Frozen Foods,52.564,Medium,Tier 3,Supermarket Type3,Foods,28.0,2290.352
10.195,Regular,0.012477512,Meat,197.111,Medium,Tier 1,Supermarket Type1,Foods,14.0,785.644
19.0,Low Fat,0.128090139,Snack Foods,107.0622,Small,Tier 1,Supermarket Type1,Foods,16.0,1376.2086
20.1,Low Fat,0.075049323,Dairy Foods,110.4228,Small,Tier 2,Supermarket Type1,Foods,6.0,1105.228
15.25,Regular,0.065841719,Snack Foods,179.866,High,Tier 3,Supermarket Type1,Foods,26.0,2696.49
8.27,Regular,0.128449055,Soft Drinks,186.5924,Medium,Tier 3,Supermarket Type2,Drinks,4.0,4442.2176
17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,Small,Tier 1,Supermarket Type1,Foods,16.0,3095.97
9.195,Low Fat,0.015856295,Baking Goods,81.6592,Small,Tier 2,Supermarket Type1,Foods,9.0,1403.5064
8.155,Low Fat,0.119692888,Meat,188.453,Small,Tier 2,Supermarket Type1,Foods,11.0,4364.319
10.8,Low Fat,0.06612697072361393,Snack Foods,240.6222,Medium,Tier 3,Supermarket Type3,Foods,28.0,4302.3996
6.055,Low Fat,0.025460232,Fruits and Vegetables,160.892,Small,Tier 2,Supermarket Type1,Foods,11.0,1917.504
9.195,Regular,0.064376263,Frozen Foods,83.1566,Small,Tier 2,Supermarket Type1,Foods,6.0,1099.2358
7.97,Regular,0.070017381,Meat,89.3514,Small,Tier 1,Grocery Store,Foods,28.0,177.1028
15.0,Low Fat,0.048841794,Soft Drinks,64.7168,Medium,Tier 3,Supermarket Type3,Drinks,28.0,3068.0064
20.6,Low Fat,0.023339367,Fruits and Vegetables,94.8778,Medium,Tier 3,Supermarket Type3,Foods,28.0,4036.7454
12.3,Regular,0.105812357,Fruits and Vegetables,175.0396,Medium,Tier 3,Supermarket Type3,Foods,28.0,4012.1108
14.85,Regular,0.009954237,Snack Foods,158.263,Medium,Tier 1,Supermarket Type1,Foods,14.0,2659.871
9.6,Non Edible,0.024515221,Health and Hygiene,189.2214,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3956.8494
19.35,Regular,0.062476391,Baking Goods,164.5184,High,Tier 3,Supermarket Type1,Foods,26.0,1651.184
15.85,Regular,0.121609722,Baking Goods,60.222,Small,Tier 2,Supermarket Type1,Foods,9.0,539.298
6.635,Regular,0.006351876,Baking Goods,120.3098,Medium,Tier 3,Supermarket Type2,Foods,4.0,1446.1176
12.85,Regular,0.152099033,Fruits and Vegetables,252.6382,Small,Tier 2,Supermarket Type1,Foods,9.0,3532.7348
12.85,Low Fat,0.033172957,Snack Foods,172.0422,Small,Tier 2,Supermarket Type1,Foods,9.0,5345.7082
19.1,Regular,0.025924623,Fruits and Vegetables,148.0418,Small,Tier 2,Supermarket Type1,Foods,11.0,3825.6868
16.7,Low Fat,0.022099982,Dairy Foods,110.1886,Medium,Tier 1,Supermarket Type1,Foods,14.0,1334.2632
16.6,Non Edible,0.027556247,Household,176.6344,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1962.7784
13.1,Low Fat,0.010615026,Frozen Foods,185.1898,Small,Tier 1,Grocery Store,Foods,28.0,374.1796
8.42,Regular,0.030890618,Canned,228.7352,Medium,Tier 1,Supermarket Type1,Foods,14.0,5954.9152
9.195,Regular,0.078060601,Meat,106.3596,Small,Tier 1,Supermarket Type1,Foods,16.0,2912.2092
8.6,Non Edible,0.032621545,Health and Hygiene,143.2154,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2127.231
11.395,Regular,0.069250192,Meat,232.9616,Medium,Tier 3,Supermarket Type3,Foods,28.0,3515.424
13.5,Low Fat,0.060603014,Baking Goods,85.554,Small,Tier 2,Supermarket Type1,Foods,11.0,1731.08
11.5,Low Fat,0.045900448,Snack Foods,118.9124,Medium,Tier 3,Supermarket Type3,Foods,28.0,2844.2976
11.1,Regular,0.035853059,Frozen Foods,176.8712,Medium,Tier 3,Supermarket Type3,Foods,28.0,3691.1952
15.85,Regular,0.06612697072361393,Frozen Foods,37.0506,Medium,Tier 3,Supermarket Type3,Foods,28.0,986.7156
18.85,Non Edible,0.167444431,Household,194.6136,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1166.4816
14.35,Low Fat,0.080922439,Baking Goods,80.096,Medium,Tier 3,Supermarket Type2,Foods,4.0,1278.336
16.5,Regular,0.068125756,Canned,101.199,Small,Tier 1,Supermarket Type1,Foods,16.0,1031.99
19.25,Regular,0.034753686,Canned,141.5496,Medium,Tier 1,Supermarket Type1,Foods,14.0,1976.0944
5.825,Non Edible,0.091467933,Household,159.7894,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1294.3152
8.42,Non Edible,0.070510189,Household,214.4192,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1725.7536
5.985,Low Fat,0.167725251,Frozen Foods,128.3678,Small,Tier 1,Grocery Store,Foods,28.0,127.1678
15.7,Regular,0.030624844,Snack Foods,252.2724,Small,Tier 1,Supermarket Type1,Foods,16.0,1258.362
5.82,Non Edible,0.081096613,Household,170.379,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1018.674
16.7,Regular,0.06121901,Baking Goods,100.0384,Small,Tier 2,Supermarket Type1,Foods,6.0,1970.768
8.76,Non Edible,0.050335829,Health and Hygiene,126.2336,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1406.1696
17.85,Low Fat,0.051924192,Snack Foods,121.0072,Medium,Tier 3,Supermarket Type3,Foods,28.0,2940.1728
10.195,Regular,0.017627888,Starchy Foods,239.6538,Small,Tier 2,Supermarket Type1,Foods,9.0,2403.538
6.895,Low Fat,0.022441883,Meat,143.8812,High,Tier 3,Supermarket Type1,Foods,26.0,2707.1428
19.6,Regular,0.04163619,Frozen Foods,47.3376,Medium,Tier 1,Supermarket Type1,Foods,14.0,1150.5024
17.7,Regular,0.042542484,Frozen Foods,161.921,Medium,Tier 1,Supermarket Type1,Foods,14.0,2120.573
8.63,Regular,0.032750291,Snack Foods,112.1518,Medium,Tier 3,Supermarket Type3,Foods,28.0,5351.0346
10.8,Low Fat,0.082534287,Dairy Foods,191.1504,Small,Tier 2,Supermarket Type1,Foods,9.0,4410.2592
5.035,Regular,0.079844043,Breads,226.3036,High,Tier 3,Supermarket Type1,Foods,26.0,4098.6648
7.5,Non Edible,0.096333029,Household,57.8588,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1145.176
13.3,Regular,0.071106549,Fruits and Vegetables,60.5536,Medium,Tier 3,Supermarket Type3,Foods,28.0,2143.876
7.475,Non Edible,0.075881475,Household,155.2656,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2934.8464
12.15,Regular,0.071440118,Meat,182.295,Small,Tier 3,Grocery Store,Foods,15.0,549.285
19.35,Regular,0.082731751,Baking Goods,49.2034,Small,Tier 2,Supermarket Type1,Foods,6.0,777.6544
11.85,Low Fat,0.132876847,Dairy Drinks,98.0726,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1076.5986
13.5,Regular,0.017895691,Snack Foods,79.496,Small,Tier 2,Supermarket Type1,Foods,11.0,1597.92
16.6,Low Fat,0.136500981,Hard Drinks,173.3422,Small,Tier 2,Supermarket Type1,Drinks,6.0,4138.6128
7.71,Regular,0.06627464,Snack Foods,54.1956,Medium,Tier 3,Supermarket Type3,Foods,28.0,3002.758
5.59,Regular,0.05671761,Snack Foods,62.9168,Small,Tier 2,Supermarket Type1,Foods,11.0,1406.1696
12.8,Regular,0.023526504,Meat,223.5404,Small,Tier 2,Supermarket Type1,Foods,9.0,5626.01
7.145,Low Fat,0.017822936,Frozen Foods,161.3578,Small,Tier 2,Supermarket Type1,Foods,11.0,1123.2046
11.8,Regular,0.025978802,Meat,102.5674,Small,Tier 2,Supermarket Type1,Foods,11.0,1629.8784
19.0,Low Fat,0.128065918,Snack Foods,104.3622,Small,Tier 2,Supermarket Type1,Foods,9.0,1905.5196
16.0,Low Fat,0.05706009,Dairy Foods,225.0404,Small,Tier 1,Supermarket Type1,Foods,16.0,4950.8888
21.25,Low Fat,0.009996872,Meat,185.5608,Small,Tier 2,Supermarket Type1,Foods,9.0,3123.9336
20.1,Low Fat,0.07461309,Dairy Foods,108.7228,Small,Tier 2,Supermarket Type1,Foods,9.0,1215.7508
18.1,Low Fat,0.022434418,Fruits and Vegetables,96.2094,Medium,Tier 1,Supermarket Type1,Foods,14.0,952.094
8.42,Regular,0.06612697072361393,Canned,229.0352,Small,Tier 2,Supermarket Type1,Foods,9.0,5496.8448
20.5,Non Edible,0.032741422,Household,40.4822,High,Tier 3,Supermarket Type1,Non Consumables,26.0,589.233
17.75,Non Edible,0.111209003,Others,107.7912,High,Tier 3,Supermarket Type1,Non Consumables,26.0,982.7208
15.25,Low Fat,0.026663778,Snack Foods,87.0198,Small,Tier 2,Supermarket Type1,Foods,11.0,2442.1544
7.935,Non Edible,0.031866022,Household,261.291,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,2892.901
6.26,Regular,0.009923732,Meat,152.8366,Small,Tier 2,Supermarket Type1,Foods,6.0,3778.415
9.0,Low Fat,0.08630486,Snack Foods,168.0816,Medium,Tier 3,Supermarket Type2,Foods,4.0,2181.1608
18.7,Non Edible,0.045865089,Health and Hygiene,152.3682,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2287.023
11.5,Regular,0.062885197,Snack Foods,106.7254,Small,Tier 3,Grocery Store,Foods,15.0,542.627
6.135,Low Fat,0.1867,Soft Drinks,160.2236,Small,Tier 3,Grocery Store,Drinks,15.0,322.2472
14.6,Low Fat,0.151419185,Soft Drinks,50.3692,Small,Tier 2,Supermarket Type1,Drinks,6.0,1034.6532
7.975,Low Fat,0.014713909,Baking Goods,83.125,Small,Tier 2,Supermarket Type1,Foods,6.0,2579.975
17.0,Regular,0.026440214,Canned,143.647,Medium,Tier 3,Supermarket Type3,Foods,28.0,2862.94
13.0,Non Edible,0.041824524,Household,256.7014,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2805.0154
11.0,Low Fat,0.008903212,Meat,120.9756,Medium,Tier 3,Supermarket Type3,Foods,28.0,2787.0388
13.8,Low Fat,0.096592065,Dairy Drinks,54.893,Medium,Tier 3,Supermarket Type3,Drinks,28.0,3112.615
16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,Medium,Tier 1,Supermarket Type1,Foods,14.0,2439.4912
15.35,Low Fat,0.014098693,Frozen Foods,37.219,Small,Tier 2,Supermarket Type1,Foods,6.0,805.618
13.6,Regular,0.043902087,Fruits and Vegetables,157.0946,Small,Tier 2,Supermarket Type1,Foods,6.0,5522.811
16.1,Low Fat,0.023625114,Soft Drinks,189.3846,Small,Tier 2,Supermarket Type1,Drinks,11.0,3630.6074
8.89,Low Fat,0.00547348,Frozen Foods,100.5016,Small,Tier 2,Supermarket Type1,Foods,9.0,1315.6208
18.25,Low Fat,0.07595723,Snack Foods,214.1218,Small,Tier 2,Supermarket Type1,Foods,9.0,1282.3308
19.2,Regular,0.005583951,Starchy Foods,226.9062,High,Tier 3,Supermarket Type1,Foods,26.0,4514.124
7.81,Regular,0.034043503,Snack Foods,168.7158,Medium,Tier 1,Supermarket Type1,Foods,14.0,2673.8528
9.5,Low Fat,0.042056944,Soft Drinks,31.89,Medium,Tier 3,Supermarket Type2,Drinks,4.0,366.19
12.15,Non Edible,0.028656248,Household,149.3708,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1203.7664
17.2,Regular,0.025309134,Canned,147.0418,Small,Tier 2,Supermarket Type1,Foods,6.0,2354.2688
9.195,Regular,0.064014173,Frozen Foods,83.3566,Small,Tier 1,Supermarket Type1,Foods,16.0,1437.4622
4.61,Low Fat,0.122058364,Hard Drinks,172.8396,Medium,Tier 3,Supermarket Type3,Drinks,28.0,7152.0236
19.1,Non Edible,0.09147267,Others,184.6608,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2756.412
7.405,Low Fat,0.015334003,Canned,92.7146,Medium,Tier 3,Supermarket Type2,Foods,4.0,1185.7898
8.645,Low Fat,0.021581922,Canned,53.3982,Small,Tier 2,Supermarket Type1,Foods,9.0,1209.7586
9.695,Low Fat,0.129889831,Fruits and Vegetables,185.3898,High,Tier 3,Supermarket Type1,Foods,26.0,3554.7062
6.215,Low Fat,0.012138795,Fruits and Vegetables,39.2848,High,Tier 3,Supermarket Type1,Foods,26.0,521.9872
9.695,Regular,0.1867,Baking Goods,223.1404,Small,Tier 1,Grocery Store,Foods,28.0,450.0808
19.35,Regular,0.039734882,Soft Drinks,165.7868,Medium,Tier 3,Supermarket Type3,Drinks,28.0,4913.604
9.395,Low Fat,0.1867,Soft Drinks,225.372,Small,Tier 1,Grocery Store,Drinks,28.0,679.116
13.1,Low Fat,0.13121032,Dairy Foods,74.0354,Small,Tier 1,Grocery Store,Foods,28.0,75.2354
6.57,Low Fat,0.066014596,Hard Drinks,259.7278,High,Tier 3,Supermarket Type1,Drinks,26.0,2863.6058
5.94,Low Fat,0.034717799,Canned,179.4344,Medium,Tier 3,Supermarket Type3,Foods,28.0,6066.7696
17.0,Low Fat,0.055519561,Dairy Foods,219.8114,Medium,Tier 1,Supermarket Type1,Foods,14.0,1108.557
10.895,Non Edible,0.020951848,Health and Hygiene,255.3672,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,767.0016
10.8,Non Edible,0.041950753,Health and Hygiene,190.0214,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2449.4782
6.59,Non Edible,0.026163192,Household,121.5098,High,Tier 3,Supermarket Type1,Non Consumables,26.0,602.549
7.97,Low Fat,0.021531416,Seafood,108.4596,Small,Tier 2,Supermarket Type1,Foods,9.0,3020.0688
5.155,Low Fat,0.083327693,Frozen Foods,247.2776,Medium,Tier 1,Supermarket Type1,Foods,14.0,5944.2624
5.73,Low Fat,0.045334098,Soft Drinks,87.0882,High,Tier 3,Supermarket Type1,Drinks,26.0,1803.6522
6.85,Low Fat,0.022878953,Frozen Foods,262.3594,Small,Tier 2,Supermarket Type1,Foods,9.0,3924.891
5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,Small,Tier 3,Grocery Store,Foods,15.0,166.45
13.15,Regular,0.038167453,Snack Foods,89.4856,Small,Tier 2,Supermarket Type1,Foods,6.0,1230.3984
10.1,Low Fat,0.024047319,Canned,115.515,Medium,Tier 3,Supermarket Type3,Foods,28.0,1980.755
11.8,Regular,0.057143515,Meat,151.8366,Medium,Tier 3,Supermarket Type3,Foods,28.0,6196.6006
10.65,Low Fat,0.041970938,Fruits and Vegetables,55.4272,Small,Tier 1,Grocery Store,Foods,28.0,111.8544
9.195,Low Fat,0.015859294,Baking Goods,84.5592,Small,Tier 1,Supermarket Type1,Foods,16.0,2559.3352
13.5,Regular,0.06612697072361393,Dairy Foods,57.8562,Medium,Tier 1,Supermarket Type1,Foods,14.0,711.0744
13.65,Regular,0.013064516,Fruits and Vegetables,115.5834,Small,Tier 2,Supermarket Type1,Foods,11.0,1382.2008
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Small,Tier 1,Supermarket Type1,Foods,16.0,3523.4136
14.6,Regular,0.042923071,Fruits and Vegetables,109.8254,High,Tier 3,Supermarket Type1,Foods,26.0,1627.881
16.0,Low Fat,0.041177505,Snack Foods,142.3496,Small,Tier 2,Supermarket Type1,Foods,6.0,3246.4408
15.5,Low Fat,0.103442268,Snack Foods,144.847,Small,Tier 1,Supermarket Type1,Foods,16.0,2433.499
19.7,Low Fat,0.041823046,Frozen Foods,108.0912,Small,Tier 2,Supermarket Type1,Foods,11.0,1965.4416
7.59,Regular,0.14526636,Fruits and Vegetables,172.908,Medium,Tier 1,Supermarket Type1,Foods,14.0,6231.888
10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,Small,Tier 2,Supermarket Type1,Foods,6.0,4655.2736
7.905,Low Fat,0.055098434,Frozen Foods,109.2254,Small,Tier 2,Supermarket Type1,Foods,11.0,976.7286
20.0,Regular,0.028167478,Fruits and Vegetables,45.5744,Medium,Tier 1,Supermarket Type1,Foods,14.0,452.744
19.7,Low Fat,0.067039526,Snack Foods,178.337,Medium,Tier 1,Supermarket Type1,Foods,14.0,1411.496
8.3,Low Fat,0.035409328,Fruits and Vegetables,36.2506,Medium,Tier 1,Supermarket Type1,Foods,14.0,834.9132
10.195,Low Fat,0.06612697072361393,Frozen Foods,143.1154,Small,Tier 2,Supermarket Type1,Foods,6.0,2410.8618
19.85,Low Fat,0.053980686,Seafood,196.8768,High,Tier 3,Supermarket Type1,Foods,26.0,2561.9984
7.76,Low Fat,0.059352241,Snack Foods,101.87,Small,Tier 1,Supermarket Type1,Foods,16.0,1697.79
15.7,Non Edible,0.05610384,Health and Hygiene,153.5024,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2580.6408
9.0,Regular,0.050256161,Canned,150.9024,Medium,Tier 3,Supermarket Type3,Foods,28.0,4857.6768
10.695,Low Fat,0.053038775,Frozen Foods,59.5904,Medium,Tier 3,Supermarket Type3,Foods,28.0,1640.5312
16.2,Regular,0.128315409,Frozen Foods,178.137,High,Tier 3,Supermarket Type1,Foods,26.0,3881.614
15.85,Low Fat,0.07871426,Canned,37.2506,Small,Tier 2,Supermarket Type1,Foods,11.0,493.3578
7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,Medium,Tier 1,Supermarket Type1,Foods,14.0,2524.0478
5.82,Non Edible,0.080765853,Household,169.179,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,2037.348
17.1,Regular,0.081955735,Canned,142.0838,Small,Tier 1,Grocery Store,Foods,28.0,280.9676
6.13,Low Fat,0.06612697072361393,Fruits and Vegetables,54.1298,Small,Tier 1,Supermarket Type1,Foods,16.0,1348.245
20.75,Non Edible,0.044000492,Health and Hygiene,148.2734,Small,Tier 1,Grocery Store,Non Consumables,28.0,296.9468
13.35,Regular,0.024482433,Canned,205.7638,Small,Tier 3,Grocery Store,Foods,15.0,621.1914
13.65,Low Fat,0.015943701,Breads,231.9668,Small,Tier 2,Supermarket Type1,Foods,11.0,3225.1352
8.6,Non Edible,0.032806066,Health and Hygiene,143.6154,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2127.231
19.85,Regular,0.020908608,Snack Foods,63.5194,Medium,Tier 1,Supermarket Type1,Foods,14.0,557.2746
15.2,Low Fat,0.06612697072361393,Soft Drinks,96.6752,Small,Tier 1,Supermarket Type1,Drinks,16.0,479.376
20.2,Low Fat,0.06449461,Snack Foods,259.2646,Small,Tier 2,Supermarket Type1,Foods,11.0,3091.9752
5.88,Regular,0.030418998,Frozen Foods,103.099,Small,Tier 2,Supermarket Type1,Foods,6.0,1341.587
11.85,Regular,0.049842613,Fruits and Vegetables,164.2526,Medium,Tier 3,Supermarket Type3,Foods,28.0,3946.8624
12.5,Low Fat,0.081260969,Meat,221.7798,Medium,Tier 1,Supermarket Type1,Foods,14.0,3085.3172
5.82,Regular,0.077304459,Fruits and Vegetables,257.633,Small,Tier 2,Supermarket Type1,Foods,9.0,4613.994
19.35,Regular,0.137697119,Baking Goods,47.1034,Small,Tier 3,Grocery Store,Foods,15.0,145.8102
8.785,Low Fat,0.020573334,Soft Drinks,156.4656,Small,Tier 2,Supermarket Type1,Drinks,9.0,2162.5184
19.2,Regular,0.005611367,Starchy Foods,226.2062,Medium,Tier 3,Supermarket Type2,Foods,4.0,1579.9434
